CSR_TIMESTAMP_BEGIN,CSR_TIMESTAMP_END,CSR_PAR,CSR_STATISTIC
2008-06-05 17:20:00 ,2008-06-05 17:30:00 ,1306,mean
2008-06-05 17:35:00 ,2008-06-05 17:45:00 ,1355,mean
2008-06-05 17:50:00 ,2008-06-05 18:00:00 ,1421,mean
2008-06-05 18:05:00 ,2008-06-05 18:15:00 ,1476,mean
2008-06-05 18:20:00 ,2008-06-05 18:30:00 ,1509,mean
2008-06-05 18:35:00 ,2008-06-05 18:45:00 ,1556,mean
2008-06-05 18:50:00 ,2008-06-05 19:00:00 ,1593,mean
2008-06-05 19:05:00 ,2008-06-05 19:15:00 ,1619,mean
2008-06-05 19:20:00 ,2008-06-05 19:30:00 ,1641,mean
2008-06-05 19:35:00 ,2008-06-05 19:45:00 ,1653,mean
2008-06-05 19:50:00 ,2008-06-05 20:00:00 ,1657,mean
2008-06-05 20:20:00 ,2008-06-05 20:30:00 ,1674,mean
2008-06-05 20:35:00 ,2008-06-05 20:45:00 ,1658,mean
2008-06-05 20:50:00 ,2008-06-05 21:00:00 ,1640,mean
2008-06-05 21:05:00 ,2008-06-05 21:15:00 ,1618,mean
2008-06-05 21:35:00 ,2008-06-05 21:45:00 ,1563,mean
2008-06-05 21:50:00 ,2008-06-05 22:00:00 ,1520,mean
2008-06-05 22:05:00 ,2008-06-05 22:15:00 ,1472,mean
2008-06-05 22:20:00 ,2008-06-05 22:30:00 ,1420,mean
2008-06-05 22:35:00 ,2008-06-05 22:45:00 ,1365,mean
2008-06-05 22:50:00 ,2008-06-05 23:00:00 ,1301,mean
2008-06-05 23:05:00 ,2008-06-05 23:15:00 ,1239,mean
2008-06-05 23:20:00 ,2008-06-05 23:30:00 ,1164,mean
2008-06-05 23:35:00 ,2008-06-05 23:45:00 ,1087,mean
2008-06-05 23:50:00 ,2008-06-06 00:00:00 ,1006,mean
2008-06-06 00:05:00 ,2008-06-06 00:15:00 ,924,mean
2008-06-06 00:20:00 ,2008-06-06 00:30:00 ,841,mean
2008-06-06 00:35:00 ,2008-06-06 00:45:00 ,756,mean
2008-06-06 00:50:00 ,2008-06-06 01:00:00 ,667.7,mean
2008-06-06 01:05:00 ,2008-06-06 01:15:00 ,579.2,mean
2008-06-06 01:35:00 ,2008-06-06 01:45:00 ,398.8,mean
2008-06-06 01:50:00 ,2008-06-06 02:00:00 ,310.3,mean
2008-06-06 02:05:00 ,2008-06-06 02:15:00 ,229.9,mean
2008-06-06 02:20:00 ,2008-06-06 02:30:00 ,154,mean
2008-06-06 02:35:00 ,2008-06-06 02:45:00 ,86.2,mean
2008-06-06 02:50:00 ,2008-06-06 03:00:00 ,39.08,mean
