CSR_TIMESTAMP_BEGIN,CSR_TIMESTAMP_END,CSR_PAR,CSR_STATISTIC
2006-10-24 20:27:41,2006-10-24 20:37:41,16.3892322,mean
2006-10-24 20:39:41,2006-10-24 20:49:41,16.9343694,mean
2006-10-24 21:03:41,2006-10-24 21:13:41,119.6392212,mean
2006-10-24 21:15:41,2006-10-24 21:25:41,397.164222,mean
2006-10-24 21:27:41,2006-10-24 21:37:41,598.196106,mean
2006-10-24 21:39:41,2006-10-24 21:49:41,18.5747976,mean
2006-10-24 21:51:41,2006-10-24 22:01:41,15.8424228,mean
2006-10-24 22:03:41,2006-10-24 22:13:41,24.037875,mean
2006-10-24 22:15:41,2006-10-24 22:25:41,19.6667442,mean
2006-10-24 22:39:41,2006-10-24 22:49:41,80.307405,mean
2006-10-24 22:51:41,2006-10-24 23:01:41,16.3892322,mean
2006-10-24 23:03:41,2006-10-24 23:13:41,20.760363,mean
2006-10-24 23:15:41,2006-10-24 23:25:41,67.1956848,mean
2006-10-24 23:27:41,2006-10-24 23:37:41,13.1117202,mean
2006-10-24 23:39:41,2006-10-24 23:49:41,13.6585296,mean
2006-10-24 23:51:41,2006-10-25 00:01:41,11.4729642,mean
2006-10-25 00:15:41,2006-10-25 00:25:41,8.1954522,mean
2006-10-25 00:27:41,2006-10-25 00:37:41,6.555024,mean
2006-10-25 00:39:41,2006-10-25 00:49:41,6.0098868,mean
2006-10-25 01:03:41,2006-10-25 01:13:41,4.916268,mean
2006-10-25 01:15:41,2006-10-25 01:25:41,4.3711308,mean
2006-10-25 01:27:41,2006-10-25 01:37:41,2.7307026,mean
2006-10-25 01:51:41,2006-10-25 02:01:41,6.555024,mean
2006-10-25 02:03:41,2006-10-25 02:13:41,0.5468094,mean
2006-10-25 02:15:41,2006-10-25 02:25:41,0,mean
2006-10-25 02:27:41,2006-10-25 02:37:41,0,mean
2006-10-25 02:39:41,2006-10-25 02:49:41,2.7307026,mean
2006-10-25 02:51:41,2006-10-25 03:01:41,1.0919466,mean
2006-10-25 03:03:41,2006-10-25 03:13:41,-1.638756,mean
2006-10-25 03:27:41,2006-10-25 03:37:41,-1.0919466,mean
2006-10-25 03:39:41,2006-10-25 03:49:41,0,mean
2006-10-25 03:51:41,2006-10-25 04:01:41,0,mean
2006-10-25 04:15:41,2006-10-25 04:25:41,0.5468094,mean
2006-10-25 04:27:41,2006-10-25 04:37:41,2.1855654,mean
2006-10-25 04:39:41,2006-10-25 04:49:41,-2.7307026,mean
2006-10-25 05:03:41,2006-10-25 05:13:41,2.7307026,mean
2006-10-25 05:15:41,2006-10-25 05:25:41,1.0919466,mean
2006-10-25 05:27:41,2006-10-25 05:37:41,-0.5468094,mean
2006-10-25 05:39:41,2006-10-25 05:49:41,0,mean
2006-10-25 05:51:41,2006-10-25 06:01:41,-0.5468094,mean
2006-10-25 06:03:41,2006-10-25 06:13:41,-2.1855654,mean
2006-10-25 06:15:41,2006-10-25 06:25:41,1.0919466,mean
2006-10-25 06:39:41,2006-10-25 06:49:41,-3.8226492,mean
2006-10-25 06:51:41,2006-10-25 07:01:41,3.8226492,mean
2006-10-25 07:03:41,2006-10-25 07:13:41,1.0919466,mean
2006-10-25 07:15:41,2006-10-25 07:25:41,-1.638756,mean
2006-10-25 07:27:41,2006-10-25 07:37:41,1.638756,mean
2006-10-25 07:39:41,2006-10-25 07:49:41,-1.0919466,mean
2006-10-25 07:51:41,2006-10-25 08:01:41,-1.638756,mean
2006-10-25 08:15:41,2006-10-25 08:25:41,0,mean
2006-10-25 08:27:41,2006-10-25 08:37:41,-0.5468094,mean
2006-10-25 08:39:41,2006-10-25 08:49:41,1.0919466,mean
2006-10-25 08:51:41,2006-10-25 09:01:41,1.0919466,mean
2006-10-25 09:03:41,2006-10-25 09:13:41,-2.7307026,mean
2006-10-25 09:15:41,2006-10-25 09:25:41,2.1838932,mean
2006-10-25 09:27:41,2006-10-25 09:37:41,0.5468094,mean
2006-10-25 09:51:41,2006-10-25 10:01:41,-0.5468094,mean
2006-10-25 10:03:41,2006-10-25 10:13:41,-1.0919466,mean
2006-10-25 10:15:41,2006-10-25 10:25:41,1.0919466,mean
2006-10-25 10:27:41,2006-10-25 10:37:41,0.5468094,mean
2006-10-25 10:39:41,2006-10-25 10:49:41,0,mean
2006-10-25 10:51:41,2006-10-25 11:01:41,1.0919466,mean
2006-10-25 11:03:41,2006-10-25 11:13:41,-1.638756,mean
2006-10-25 11:27:41,2006-10-25 11:37:41,-1.0919466,mean
2006-10-25 11:39:41,2006-10-25 11:49:41,2.1838932,mean
2006-10-25 11:51:41,2006-10-25 12:01:41,-2.1838932,mean
2006-10-25 12:03:41,2006-10-25 12:13:41,-2.1838932,mean
2006-10-25 12:15:41,2006-10-25 12:25:41,2.7307026,mean
2006-10-25 12:27:41,2006-10-25 12:37:41,1.0919466,mean
2006-10-25 12:39:41,2006-10-25 12:49:41,-0.5468094,mean
2006-10-25 13:03:41,2006-10-25 13:13:41,0,mean
2006-10-25 13:15:41,2006-10-25 13:25:41,-1.0919466,mean
2006-10-25 13:27:41,2006-10-25 13:37:41,-1.0919466,mean
2006-10-25 13:39:41,2006-10-25 13:49:41,-2.7307026,mean
2006-10-25 13:51:41,2006-10-25 14:01:41,2.7307026,mean
2006-10-25 14:03:41,2006-10-25 14:13:41,-2.1838932,mean
2006-10-25 14:15:41,2006-10-25 14:25:41,0,mean
2006-10-25 14:39:41,2006-10-25 14:49:41,-1.0919466,mean
2006-10-25 14:51:41,2006-10-25 15:01:41,-1.638756,mean
2006-10-25 15:03:41,2006-10-25 15:13:41,2.7307026,mean
2006-10-25 15:27:41,2006-10-25 15:37:41,3.2758398,mean
2006-10-25 15:39:41,2006-10-25 15:49:41,2.7307026,mean
2006-10-25 15:51:41,2006-10-25 16:01:41,3.8226492,mean
2006-10-25 16:15:41,2006-10-25 16:25:41,4.9145958,mean
2006-10-25 16:27:41,2006-10-25 16:37:41,5.4614052,mean
2006-10-25 16:39:41,2006-10-25 16:49:41,7.098489,mean
2006-10-25 16:51:41,2006-10-25 17:01:41,6.0065424,mean
2006-10-25 17:03:41,2006-10-25 17:13:41,36.0409266,mean
2006-10-25 17:15:41,2006-10-25 17:25:41,9.8291916,mean
2006-10-25 17:27:41,2006-10-25 17:37:41,9.8291916,mean
2006-10-25 17:51:41,2006-10-25 18:01:41,9.8291916,mean
2006-10-25 18:03:41,2006-10-25 18:13:41,10.376001,mean
2006-10-25 18:15:41,2006-10-25 18:25:41,25.1214606,mean
2006-10-25 18:27:41,2006-10-25 18:37:41,28.3989726,mean
2006-10-25 18:39:41,2006-10-25 18:49:41,210.262428,mean
2006-10-25 18:51:41,2006-10-25 19:01:41,208.10529,mean
2006-10-25 19:03:41,2006-10-25 19:13:41,136.5535242,mean
2006-10-25 19:27:41,2006-10-25 19:37:41,24.0345306,mean
2006-10-25 19:39:41,2006-10-25 19:49:41,31.6831734,mean
2006-10-25 19:51:41,2006-10-25 20:01:41,29.497608,mean
2006-10-25 20:03:41,2006-10-25 20:13:41,34.9606854,mean
2006-10-25 20:15:41,2006-10-25 20:25:41,15.8424228,mean
2006-10-25 20:27:41,2006-10-25 20:37:41,20.7586908,mean
2006-10-25 20:39:41,2006-10-25 20:49:41,14.748804,mean
2006-10-25 21:03:41,2006-10-25 21:13:41,327.767922,mean
2006-10-25 21:15:41,2006-10-25 21:25:41,388.401894,mean
2006-10-25 21:27:41,2006-10-25 21:37:41,775.181754,mean
2006-10-25 21:39:41,2006-10-25 21:49:41,15.2956134,mean
2006-10-25 21:51:41,2006-10-25 22:01:41,15.2956134,mean
2006-10-25 22:03:41,2006-10-25 22:13:41,28.4073336,mean
2006-10-25 22:15:41,2006-10-25 22:25:41,16.3892322,mean
