CSR_TIMESTAMP_BEGIN,CSR_TIMESTAMP_END,CSR_DATE,CSR_STATISTIC,CSR_PAR,CSR_WIND
2011-07-15 13:30:00,2011-07-15 14:00:00,,mean,792.3163,2.48146
2011-07-15 14:00:00,2011-07-15 14:30:00,,mean,604.022,2.208176
2011-07-15 14:30:00,2011-07-15 15:00:00,,mean,534.9608,2.22704
2011-07-15 15:00:00,2011-07-15 15:30:00,,mean,509.7007,2.198587
2011-07-15 15:30:00,2011-07-15 16:00:00,,mean,1043.199,1.615778
2011-07-15 16:00:00,2011-07-15 16:30:00,,mean,1125.245,1.638128
2011-07-15 16:30:00,2011-07-15 17:00:00,,mean,912.8134,1.995074
2011-07-15 17:00:00,2011-07-15 17:30:00,,mean,693.99,2.814246
2011-07-15 17:30:00,2011-07-15 18:00:00,,mean,504.5465,2.604405
2011-07-15 18:00:00,2011-07-15 18:30:00,,mean,321.5278,2.537309
2011-07-15 18:30:00,2011-07-15 19:00:00,,mean,156.6676,1.968614
2011-07-15 19:00:00,2011-07-15 19:30:00,,mean,33.01071,0.9887437
2011-07-15 19:30:00,2011-07-15 20:00:00,,mean,1.627065,0.6760029
2011-07-15 20:00:00,2011-07-15 20:30:00,,mean,-0.6925341,0.9244633
2011-07-15 20:30:00,2011-07-15 21:00:00,,mean,-0.7254701,0.4918904
2011-07-15 21:00:00,2011-07-15 21:30:00,,mean,-0.719162,0.6004105
2011-07-15 21:30:00,2011-07-15 22:00:00,,mean,-0.7467094,0.5994153
2011-07-15 22:00:00,2011-07-15 22:30:00,,mean,-0.8174317,0.5292661
2011-07-15 22:30:00,2011-07-15 23:00:00,,mean,-0.8302195,0.6863518
2011-07-15 23:00:00,2011-07-15 23:30:00,,mean,-0.8262026,1.216517
2011-07-15 23:30:00,2011-07-16 00:00:00,,mean,-0.8844728,0.7118059
2011-07-16 00:00:00,2011-07-16 00:30:00,,mean,-0.9071366,0.2774343
2011-07-16 00:30:00,2011-07-16 01:00:00,,mean,-0.8950862,0.5109075
2011-07-16 01:00:00,2011-07-16 01:30:00,,mean,-0.9089607,0.5418052
2011-07-16 01:30:00,2011-07-16 02:00:00,,mean,-0.9053374,1.215422
2011-07-16 02:00:00,2011-07-16 02:30:00,,mean,-0.8312357,2.075776
2011-07-16 02:30:00,2011-07-16 03:00:00,,mean,-0.8011275,2.090439
2011-07-16 03:00:00,2011-07-16 03:30:00,,mean,-0.7882199,1.982897
2011-07-16 03:30:00,2011-07-16 04:00:00,,mean,-0.7858074,1.915638
2011-07-16 04:00:00,2011-07-16 04:30:00,,mean,-0.770041,2.198499
2011-07-16 04:30:00,2011-07-16 05:00:00,,mean,1.378053,1.982678
2011-07-16 05:00:00,2011-07-16 05:30:00,,mean,29.65347,1.88957
2011-07-16 05:30:00,2011-07-16 06:00:00,,mean,121.7406,2.029898
2011-07-16 06:00:00,2011-07-16 06:30:00,,mean,275.7769,1.079444
2011-07-16 06:30:00,2011-07-16 07:00:00,,mean,450.6009,1.077725
2011-07-16 07:00:00,2011-07-16 07:30:00,,mean,639.1498,1.068221
2011-07-16 07:30:00,2011-07-16 08:00:00,,mean,826.4207,1.266002
2011-07-16 08:00:00,2011-07-16 08:30:00,,mean,1006.625,1.411975
2011-07-16 08:30:00,2011-07-16 09:00:00,,mean,1172.964,1.238034
2011-07-16 09:00:00,2011-07-16 09:30:00,,mean,1329.782,2.171121
2011-07-16 09:30:00,2011-07-16 10:00:00,,mean,1466.198,2.202548
2011-07-16 10:00:00,2011-07-16 10:30:00,,mean,1577.613,2.68633
2011-07-16 10:30:00,2011-07-16 11:00:00,,mean,1595.135,2.615049
2011-07-16 11:00:00,2011-07-16 11:30:00,,mean,1730.544,2.654476
2011-07-16 11:30:00,2011-07-16 12:00:00,,mean,1776.882,1.714594
2011-07-16 12:00:00,2011-07-16 12:30:00,,mean,1793.589,1.600939
2011-07-16 12:30:00,2011-07-16 13:00:00,,mean,1786.413,2.544359
2011-07-16 13:00:00,2011-07-16 13:30:00,,mean,1754.329,1.362614
2011-07-16 13:30:00,2011-07-16 14:00:00,,mean,1713.334,1.525168
2011-07-16 14:00:00,2011-07-16 14:30:00,,mean,1628.727,2.696112
2011-07-16 14:30:00,2011-07-16 15:00:00,,mean,1518.958,0.4613907
2011-07-16 15:00:00,2011-07-16 15:30:00,,mean,1385.064,0.704818
2011-07-16 15:30:00,2011-07-16 16:00:00,,mean,1236.2,1.50364
2011-07-16 16:00:00,2011-07-16 16:30:00,,mean,1069.746,1.6862
2011-07-16 16:30:00,2011-07-16 17:00:00,,mean,885.2811,2.040077
2011-07-16 17:00:00,2011-07-16 17:30:00,,mean,689.6145,2.195788
2011-07-16 17:30:00,2011-07-16 18:00:00,,mean,496.8127,2.118017
2011-07-16 18:00:00,2011-07-16 18:30:00,,mean,312.3256,1.89169
2011-07-16 18:30:00,2011-07-16 19:00:00,,mean,134.5735,1.103644
2011-07-16 19:00:00,2011-07-16 19:30:00,,mean,31.73487,1.083141
2011-07-16 19:30:00,2011-07-16 20:00:00,,mean,2.076518,0.7836631
2011-07-16 20:00:00,2011-07-16 20:30:00,,mean,-0.01921293,0.4098107
2011-07-16 20:30:00,2011-07-16 21:00:00,,mean,-0.04370284,0.3372871
2011-07-16 21:00:00,2011-07-16 21:30:00,,mean,-0.08224508,0.5261856
2011-07-16 21:30:00,2011-07-16 22:00:00,,mean,-0.09262647,1.123103
2011-07-16 22:00:00,2011-07-16 22:30:00,,mean,-0.07404399,0.4465314
2011-07-16 22:30:00,2011-07-16 23:00:00,,mean,-0.06974272,0.4147485
2011-07-16 23:00:00,2011-07-16 23:30:00,,mean,-0.1019762,1.439855
2011-07-16 23:30:00,2011-07-17 00:00:00,,mean,-0.1344388,2.261575
2011-07-17 00:00:00,2011-07-17 00:30:00,,mean,-0.2560869,2.38332
2011-07-17 00:30:00,2011-07-17 01:00:00,,mean,-0.1529639,2.432676
2011-07-17 01:00:00,2011-07-17 01:30:00,,mean,-0.4621057,1.842135
2011-07-17 01:30:00,2011-07-17 02:00:00,,mean,-0.4430679,0.9991882
2011-07-17 02:00:00,2011-07-17 02:30:00,,mean,-0.263949,1.933209
2011-07-17 02:30:00,2011-07-17 03:00:00,,mean,-0.1545126,4.635973
2011-07-17 03:00:00,2011-07-17 03:30:00,,mean,-0.149001,4.244561
2011-07-17 03:30:00,2011-07-17 04:00:00,,mean,-0.1329402,4.104627
2011-07-17 04:00:00,2011-07-17 04:30:00,,mean,-0.07449896,2.971127
2011-07-17 04:30:00,2011-07-17 05:00:00,,mean,1.890424,1.890517
2011-07-17 05:00:00,2011-07-17 05:30:00,,mean,29.16045,2.231331
2011-07-17 05:30:00,2011-07-17 06:00:00,,mean,126.8703,0.443099
2011-07-17 06:00:00,2011-07-17 06:30:00,,mean,289.288,1.643215
2011-07-17 06:30:00,2011-07-17 07:00:00,,mean,467.3352,2.122972
2011-07-17 07:00:00,2011-07-17 07:30:00,,mean,656.6638,1.843693
2011-07-17 07:30:00,2011-07-17 08:00:00,,mean,844.6996,0.636382
2011-07-17 08:00:00,2011-07-17 08:30:00,,mean,1020.419,0.2555785
2011-07-17 08:30:00,2011-07-17 09:00:00,,mean,1189.054,1.992186
2011-07-17 09:00:00,2011-07-17 09:30:00,,mean,1341.848,2.203868
2011-07-17 09:30:00,2011-07-17 10:00:00,,mean,1472.5,2.631728
2011-07-17 10:00:00,2011-07-17 10:30:00,,mean,1587.361,2.576133
2011-07-17 10:30:00,2011-07-17 11:00:00,,mean,1676.097,2.246962
2011-07-17 11:00:00,2011-07-17 11:30:00,,mean,1741.835,2.325183
2011-07-17 11:30:00,2011-07-17 12:00:00,,mean,1784.464,2.671415
2011-07-17 12:00:00,2011-07-17 12:30:00,,mean,1803.804,3.490729
2011-07-17 12:30:00,2011-07-17 13:00:00,,mean,1795.483,3.726898
2011-07-17 13:00:00,2011-07-17 13:30:00,,mean,1767.682,3.193866
2011-07-17 13:30:00,2011-07-17 14:00:00,,mean,1718.695,2.597818
2011-07-17 14:00:00,2011-07-17 14:30:00,,mean,1634.104,3.26362
2011-07-17 14:30:00,2011-07-17 15:00:00,,mean,1530.214,3.798208
2011-07-17 15:00:00,2011-07-17 15:30:00,,mean,1411.024,2.8378
2011-07-17 15:30:00,2011-07-17 16:00:00,,mean,1252.421,2.695199
2011-07-17 16:00:00,2011-07-17 16:30:00,,mean,1085.311,2.516377
2011-07-17 16:30:00,2011-07-17 17:00:00,,mean,906.2079,3.011425
2011-07-17 17:00:00,2011-07-17 17:30:00,,mean,718.2674,2.526826
2011-07-17 17:30:00,2011-07-17 18:00:00,,mean,525.9854,2.24299
2011-07-17 18:00:00,2011-07-17 18:30:00,,mean,339.2957,2.299819
2011-07-17 18:30:00,2011-07-17 19:00:00,,mean,169.0669,2.235105
2011-07-17 19:00:00,2011-07-17 19:30:00,,mean,37.98858,1.703824
2011-07-17 19:30:00,2011-07-17 20:00:00,,mean,2.176838,1.322464
2011-07-17 20:00:00,2011-07-17 20:30:00,,mean,-0.003670596,0.600691
2011-07-17 20:30:00,2011-07-17 21:00:00,,mean,-0.007914786,1.917453
2011-07-17 21:00:00,2011-07-17 21:30:00,,mean,-0.02076255,2.275495
2011-07-17 21:30:00,2011-07-17 22:00:00,,mean,-0.0625754,2.142607
2011-07-17 22:00:00,2011-07-17 22:30:00,,mean,-0.08098738,2.319743
2011-07-17 22:30:00,2011-07-17 23:00:00,,mean,-0.05374304,2.617787
2011-07-17 23:00:00,2011-07-17 23:30:00,,mean,-0.05747086,1.357304
2011-07-17 23:30:00,2011-07-18 00:00:00,,mean,-0.05397251,0.6085289
2011-07-18 00:00:00,2011-07-18 00:30:00,,mean,-0.04921204,1.431447
2011-07-18 00:30:00,2011-07-18 01:00:00,,mean,-0.08379858,0.6632239
2011-07-18 01:00:00,2011-07-18 01:30:00,,mean,-0.08322579,0.3552732
2011-07-18 01:30:00,2011-07-18 02:00:00,,mean,-0.1109864,0.4011754
2011-07-18 02:00:00,2011-07-18 02:30:00,,mean,-0.1249817,0.8811956
2011-07-18 02:30:00,2011-07-18 03:00:00,,mean,-0.6005314,2.075829
2011-07-18 03:00:00,2011-07-18 03:30:00,,mean,-0.5594627,2.33979
2011-07-18 03:30:00,2011-07-18 04:00:00,,mean,-0.5302194,0.9059368
2011-07-18 04:00:00,2011-07-18 04:30:00,,mean,-0.5196156,0.5485678
2011-07-18 04:30:00,2011-07-18 05:00:00,,mean,1.559125,1.340008
2011-07-18 05:00:00,2011-07-18 05:30:00,,mean,26.08237,0.9228714
2011-07-18 05:30:00,2011-07-18 06:00:00,,mean,61.92143,0.9346883
2011-07-18 06:00:00,2011-07-18 06:30:00,,mean,225.4197,0.6843324
2011-07-18 06:30:00,2011-07-18 07:00:00,,mean,442.666,1.088845
2011-07-18 07:00:00,2011-07-18 07:30:00,,mean,535.1822,1.722031
2011-07-18 07:30:00,2011-07-18 08:00:00,,mean,820.1775,2.130579
2011-07-18 08:00:00,2011-07-18 08:30:00,,mean,927.2755,2.290058
2011-07-18 08:30:00,2011-07-18 09:00:00,,mean,1266.789,1.897654
2011-07-18 09:00:00,2011-07-18 09:30:00,,mean,1494.358,2.49294
2011-07-18 09:30:00,2011-07-18 10:00:00,,mean,1574.539,2.574868
2011-07-18 10:00:00,2011-07-18 10:30:00,,mean,714.8987,0.3066961
2011-07-18 10:30:00,2011-07-18 11:00:00,,mean,797.9481,0.4142621
2011-07-18 11:00:00,2011-07-18 11:30:00,,mean,1108.564,1.870113
2011-07-18 11:30:00,2011-07-18 12:00:00,,mean,870.3888,2.559163
2011-07-18 12:00:00,2011-07-18 12:30:00,,mean,675.963,1.750166
2011-07-18 12:30:00,2011-07-18 13:00:00,,mean,978.3532,2.722889
2011-07-18 13:00:00,2011-07-18 13:30:00,,mean,780.8342,2.307427
2011-07-18 13:30:00,2011-07-18 14:00:00,,mean,679.859,1.740497
2011-07-18 14:00:00,2011-07-18 14:30:00,,mean,701.6965,0.9063271
2011-07-18 14:30:00,2011-07-18 15:00:00,,mean,677.942,2.07374
2011-07-18 15:00:00,2011-07-18 15:30:00,,mean,971.4557,3.081343
2011-07-18 15:30:00,2011-07-18 16:00:00,,mean,1240.774,3.469347
2011-07-18 16:00:00,2011-07-18 16:30:00,,mean,1046.223,3.762303
2011-07-18 16:30:00,2011-07-18 17:00:00,,mean,902.3189,3.635141
2011-07-18 17:00:00,2011-07-18 17:30:00,,mean,717.9623,3.285082
2011-07-18 17:30:00,2011-07-18 18:00:00,,mean,522.7476,2.400852
2011-07-18 18:00:00,2011-07-18 18:30:00,,mean,336.6522,1.476581
2011-07-18 18:30:00,2011-07-18 19:00:00,,mean,159.6267,1.109449
2011-07-18 19:00:00,2011-07-18 19:30:00,,mean,24.8541,1.323338
2011-07-18 19:30:00,2011-07-18 20:00:00,,mean,0.9383122,0.979906
2011-07-18 20:00:00,2011-07-18 20:30:00,,mean,-0.8844701,0.3141217
2011-07-18 20:30:00,2011-07-18 21:00:00,,mean,-0.8169302,0.8549585
2011-07-18 21:00:00,2011-07-18 21:30:00,,mean,-0.9191918,1.680824
2011-07-18 21:30:00,2011-07-18 22:00:00,,mean,-0.8889773,1.213127
2011-07-18 22:00:00,2011-07-18 22:30:00,,mean,-0.4660053,1.719934
2011-07-18 22:30:00,2011-07-18 23:00:00,,mean,-0.6837825,1.614102
2011-07-18 23:00:00,2011-07-18 23:30:00,,mean,-0.6339358,3.192373
2011-07-18 23:30:00,2011-07-19 00:00:00,,mean,-0.5189303,3.780211
2011-07-19 00:00:00,2011-07-19 00:30:00,,mean,-0.5579847,2.823555
2011-07-19 00:30:00,2011-07-19 01:00:00,,mean,-0.4915636,2.04566
2011-07-19 01:00:00,2011-07-19 01:30:00,,mean,-0.5485174,0.3276468
2011-07-19 01:30:00,2011-07-19 02:00:00,,mean,-0.5641845,1.222868
2011-07-19 02:00:00,2011-07-19 02:30:00,,mean,-0.5596054,1.489414
2011-07-19 02:30:00,2011-07-19 03:00:00,,mean,-0.5032312,1.221295
2011-07-19 03:00:00,2011-07-19 03:30:00,,mean,-0.5196394,1.603576
2011-07-19 03:30:00,2011-07-19 04:00:00,,mean,-0.5260105,1.841063
2011-07-19 04:00:00,2011-07-19 04:30:00,,mean,-0.5100632,1.843398
2011-07-19 04:30:00,2011-07-19 05:00:00,,mean,1.296482,1.282099
2011-07-19 05:00:00,2011-07-19 05:30:00,,mean,26.18435,0.9648022
2011-07-19 05:30:00,2011-07-19 06:00:00,,mean,123.5391,1.02851
2011-07-19 06:00:00,2011-07-19 06:30:00,,mean,291.9003,1.328285
2011-07-19 06:30:00,2011-07-19 07:00:00,,mean,471.0916,1.742583
2011-07-19 07:00:00,2011-07-19 07:30:00,,mean,659.1782,1.579616
2011-07-19 07:30:00,2011-07-19 08:00:00,,mean,843.0472,1.993334
2011-07-19 08:00:00,2011-07-19 08:30:00,,mean,1024.195,1.813853
2011-07-19 08:30:00,2011-07-19 09:00:00,,mean,1197.562,1.842262
2011-07-19 09:00:00,2011-07-19 09:30:00,,mean,1357.446,1.771537
2011-07-19 09:30:00,2011-07-19 10:00:00,,mean,1461.311,1.847399
2011-07-19 10:00:00,2011-07-19 10:30:00,,mean,1581.059,2.429733
2011-07-19 10:30:00,2011-07-19 11:00:00,,mean,1673.305,3.148206
2011-07-19 11:00:00,2011-07-19 11:30:00,,mean,1739.76,2.806782
2011-07-19 11:30:00,2011-07-19 12:00:00,,mean,1747.491,2.567035
2011-07-19 12:00:00,2011-07-19 12:30:00,,mean,1800.729,2.690941
2011-07-19 12:30:00,2011-07-19 13:00:00,,mean,1798.483,2.86022
2011-07-19 13:00:00,2011-07-19 13:30:00,,mean,1764.887,3.408137
2011-07-19 13:30:00,2011-07-19 14:00:00,,mean,1707.972,2.999254
2011-07-19 14:00:00,2011-07-19 14:30:00,,mean,1627.617,2.631125
2011-07-19 14:30:00,2011-07-19 15:00:00,,mean,1521.908,2.751005
2011-07-19 15:00:00,2011-07-19 15:30:00,,mean,1388.668,2.921529
2011-07-19 15:30:00,2011-07-19 16:00:00,,mean,1239.915,2.973121
2011-07-19 16:00:00,2011-07-19 16:30:00,,mean,1074.238,3.349754
2011-07-19 16:30:00,2011-07-19 17:00:00,,mean,893.9219,2.579311
2011-07-19 17:00:00,2011-07-19 17:30:00,,mean,700.18,2.129652
2011-07-19 17:30:00,2011-07-19 18:00:00,,mean,501.4211,1.379321
2011-07-19 18:00:00,2011-07-19 18:30:00,,mean,314.2693,1.408128
2011-07-19 18:30:00,2011-07-19 19:00:00,,mean,145.2121,1.62598
2011-07-19 19:00:00,2011-07-19 19:30:00,,mean,31.62006,2.024524
2011-07-19 19:30:00,2011-07-19 20:00:00,,mean,1.540528,1.901613
2011-07-19 20:00:00,2011-07-19 20:30:00,,mean,-0.4324997,2.117874
2011-07-19 20:30:00,2011-07-19 21:00:00,,mean,-0.349001,1.192099
2011-07-19 21:00:00,2011-07-19 21:30:00,,mean,-0.4925647,0.715505
2011-07-19 21:30:00,2011-07-19 22:00:00,,mean,-0.475481,0.668521
2011-07-19 22:00:00,2011-07-19 22:30:00,,mean,-0.6266202,1.220927
2011-07-19 22:30:00,2011-07-19 23:00:00,,mean,-0.6568497,1.294859
2011-07-19 23:00:00,2011-07-19 23:30:00,,mean,-0.6297719,1.530742
2011-07-19 23:30:00,2011-07-20 00:00:00,,mean,-0.6246082,1.914342
2011-07-20 00:00:00,2011-07-20 00:30:00,,mean,-0.6524265,1.960656
2011-07-20 00:30:00,2011-07-20 01:00:00,,mean,-0.6458945,1.583758
2011-07-20 01:00:00,2011-07-20 01:30:00,,mean,-0.6033934,2.069366
2011-07-20 01:30:00,2011-07-20 02:00:00,,mean,-0.5958769,1.874432
2011-07-20 02:00:00,2011-07-20 02:30:00,,mean,-0.6333294,2.026804
2011-07-20 02:30:00,2011-07-20 03:00:00,,mean,-0.6413648,1.44817
2011-07-20 03:00:00,2011-07-20 03:30:00,,mean,-0.6611512,1.9149
2011-07-20 03:30:00,2011-07-20 04:00:00,,mean,-0.6431357,1.760451
2011-07-20 04:00:00,2011-07-20 04:30:00,,mean,-0.6193889,1.726748
2011-07-20 04:30:00,2011-07-20 05:00:00,,mean,1.114774,1.557219
2011-07-20 05:00:00,2011-07-20 05:30:00,,mean,26.44066,1.053224
2011-07-20 05:30:00,2011-07-20 06:00:00,,mean,118.18,0.5643768
2011-07-20 06:00:00,2011-07-20 06:30:00,,mean,167.1538,1.583478
2011-07-20 06:30:00,2011-07-20 07:00:00,,mean,445.5648,1.232144
2011-07-20 07:00:00,2011-07-20 07:30:00,,mean,639.7217,0.5582148
2011-07-20 07:30:00,2011-07-20 08:00:00,,mean,827.5188,1.584705
2011-07-20 08:00:00,2011-07-20 08:30:00,,mean,1008.19,1.412976
2011-07-20 08:30:00,2011-07-20 09:00:00,,mean,1165.221,1.764599
2011-07-20 09:00:00,2011-07-20 09:30:00,,mean,1215.688,0.7521326
2011-07-20 09:30:00,2011-07-20 10:00:00,,mean,1403.932,1.39187
2011-07-20 10:00:00,2011-07-20 10:30:00,,mean,1345.901,1.579999
2011-07-20 10:30:00,2011-07-20 11:00:00,,mean,1525.969,1.287424
2011-07-20 11:00:00,2011-07-20 11:30:00,,mean,1210.016,1.660277
2011-07-20 11:30:00,2011-07-20 12:00:00,,mean,813.2014,1.561451
2011-07-20 12:00:00,2011-07-20 12:30:00,,mean,690.6247,2.081872
2011-07-20 12:30:00,2011-07-20 13:00:00,,mean,1116.446,1.771707
2011-07-20 13:00:00,2011-07-20 13:30:00,,mean,1557.691,1.690641
2011-07-20 13:30:00,2011-07-20 14:00:00,,mean,1504.853,1.794884
2011-07-20 14:00:00,2011-07-20 14:30:00,,mean,1625.729,1.195831
2011-07-20 14:30:00,2011-07-20 15:00:00,,mean,1508.809,0.5726606
2011-07-20 15:00:00,2011-07-20 15:30:00,,mean,1372.682,2.792089
2011-07-20 15:30:00,2011-07-20 16:00:00,,mean,1222.958,2.626658
2011-07-20 16:00:00,2011-07-20 16:30:00,,mean,1062.729,2.133189
2011-07-20 16:30:00,2011-07-20 17:00:00,,mean,884.2562,2.376337
2011-07-20 17:00:00,2011-07-20 17:30:00,,mean,688.6151,2.593159
2011-07-20 17:30:00,2011-07-20 18:00:00,,mean,490.3487,2.842347
2011-07-20 18:00:00,2011-07-20 18:30:00,,mean,298.9436,1.889311
2011-07-20 18:30:00,2011-07-20 19:00:00,,mean,135.5916,1.51039
2011-07-20 19:00:00,2011-07-20 19:30:00,,mean,28.14902,1.360374
2011-07-20 19:30:00,2011-07-20 20:00:00,,mean,1.380004,0.9838912
2011-07-20 20:00:00,2011-07-20 20:30:00,,mean,-0.1487713,0.5533069
2011-07-20 20:30:00,2011-07-20 21:00:00,,mean,-0.2025129,0.9066603
2011-07-20 21:00:00,2011-07-20 21:30:00,,mean,-0.1823828,1.382774
2011-07-20 21:30:00,2011-07-20 22:00:00,,mean,-0.3045977,1.639067
2011-07-20 22:00:00,2011-07-20 22:30:00,,mean,-0.1818058,0.8178385
2011-07-20 22:30:00,2011-07-20 23:00:00,,mean,-0.1538765,1.331556
2011-07-20 23:00:00,2011-07-20 23:30:00,,mean,-0.1593821,1.471406
2011-07-20 23:30:00,2011-07-21 00:00:00,,mean,-0.4442521,1.433585
2011-07-21 00:00:00,2011-07-21 00:30:00,,mean,-0.6011129,0.9893127
2011-07-21 00:30:00,2011-07-21 01:00:00,,mean,-0.5349338,1.107973
2011-07-21 01:00:00,2011-07-21 01:30:00,,mean,-0.5300004,1.333337
2011-07-21 01:30:00,2011-07-21 02:00:00,,mean,-0.4583069,1.377784
2011-07-21 02:00:00,2011-07-21 02:30:00,,mean,-0.4752226,2.160738
2011-07-21 02:30:00,2011-07-21 03:00:00,,mean,-0.2071576,2.009647
2011-07-21 03:00:00,2011-07-21 03:30:00,,mean,-0.2315315,1.276105
2011-07-21 03:30:00,2011-07-21 04:00:00,,mean,-0.3196218,1.132888
2011-07-21 04:00:00,2011-07-21 04:30:00,,mean,-0.4745314,0.8673129
2011-07-21 04:30:00,2011-07-21 05:00:00,,mean,1.134243,1.065441
2011-07-21 05:00:00,2011-07-21 05:30:00,,mean,24.92587,0.9561844
2011-07-21 05:30:00,2011-07-21 06:00:00,,mean,105.1937,1.189575
2011-07-21 06:00:00,2011-07-21 06:30:00,,mean,248.5725,1.327111
2011-07-21 06:30:00,2011-07-21 07:00:00,,mean,419.463,0.4444239
2011-07-21 07:00:00,2011-07-21 07:30:00,,mean,603.3788,1.760434
2011-07-21 07:30:00,2011-07-21 08:00:00,,mean,789.5523,1.728147
2011-07-21 08:00:00,2011-07-21 08:30:00,,mean,973.2083,0.5691836
2011-07-21 08:30:00,2011-07-21 09:00:00,,mean,1144.337,1.689269
2011-07-21 09:00:00,2011-07-21 09:30:00,,mean,1298.246,1.840305
2011-07-21 09:30:00,2011-07-21 10:00:00,,mean,1429.421,2.656882
2011-07-21 10:00:00,2011-07-21 10:30:00,,mean,1541.131,2.062992
2011-07-21 10:30:00,2011-07-21 11:00:00,,mean,1632.092,0.8365
2011-07-21 11:00:00,2011-07-21 11:30:00,,mean,1697.48,2.250149
2011-07-21 11:30:00,2011-07-21 12:00:00,,mean,1739.484,3.09338
2011-07-21 12:00:00,2011-07-21 12:30:00,,mean,1759.396,3.127233
2011-07-21 12:30:00,2011-07-21 13:00:00,,mean,1753.685,2.718954
2011-07-21 13:00:00,2011-07-21 13:30:00,,mean,1722.063,2.533955
2011-07-21 13:30:00,2011-07-21 14:00:00,,mean,1668.723,2.210891
2011-07-21 14:00:00,2011-07-21 14:30:00,,mean,1579.34,2.636061
2011-07-21 14:30:00,2011-07-21 15:00:00,,mean,1465.248,2.676996
2011-07-21 15:00:00,2011-07-21 15:30:00,,mean,1328.832,2.305381
2011-07-21 15:30:00,2011-07-21 16:00:00,,mean,1171.932,2.117113
2011-07-21 16:00:00,2011-07-21 16:30:00,,mean,1006.697,2.525774
2011-07-21 16:30:00,2011-07-21 17:00:00,,mean,827.3605,2.882046
2011-07-21 17:00:00,2011-07-21 17:30:00,,mean,554.2965,1.956174
2011-07-21 17:30:00,2011-07-21 18:00:00,,mean,184.3352,1.414295
2011-07-21 18:00:00,2011-07-21 18:30:00,,mean,134.9403,1.7223
2011-07-21 18:30:00,2011-07-21 19:00:00,,mean,58.92173,1.625825
2011-07-21 19:00:00,2011-07-21 19:30:00,,mean,18.4897,0.5845062
2011-07-21 19:30:00,2011-07-21 20:00:00,,mean,1.105506,1.185824
2011-07-21 20:00:00,2011-07-21 20:30:00,,mean,-0.09348434,0.9491494
2011-07-21 20:30:00,2011-07-21 21:00:00,,mean,-0.1113219,0.2193723
2011-07-21 21:00:00,2011-07-21 21:30:00,,mean,-0.2545917,1.315051
2011-07-21 21:30:00,2011-07-21 22:00:00,,mean,-0.406353,1.739762
2011-07-21 22:00:00,2011-07-21 22:30:00,,mean,-0.4062923,0.5932664
2011-07-21 22:30:00,2011-07-21 23:00:00,,mean,-0.1651792,1.80865
2011-07-21 23:00:00,2011-07-21 23:30:00,,mean,-0.291069,1.99724
2011-07-21 23:30:00,2011-07-22 00:00:00,,mean,-0.2143268,0.7815047
2011-07-22 00:00:00,2011-07-22 00:30:00,,mean,-0.159039,0.9971911
2011-07-22 00:30:00,2011-07-22 01:00:00,,mean,-0.1183192,0.1709437
2011-07-22 01:00:00,2011-07-22 01:30:00,,mean,-0.1636266,0.6014029
2011-07-22 01:30:00,2011-07-22 02:00:00,,mean,-0.1684446,1.480669
2011-07-22 02:00:00,2011-07-22 02:30:00,,mean,-0.1933342,1.946972
2011-07-22 02:30:00,2011-07-22 03:00:00,,mean,-0.3230656,1.656291
2011-07-22 03:00:00,2011-07-22 03:30:00,,mean,-0.5871201,2.070658
2011-07-22 03:30:00,2011-07-22 04:00:00,,mean,-0.5946409,1.77218
2011-07-22 04:00:00,2011-07-22 04:30:00,,mean,-0.6043938,1.885143
2011-07-22 04:30:00,2011-07-22 05:00:00,,mean,0.435549,0.416723
2011-07-22 05:00:00,2011-07-22 05:30:00,,mean,21.73296,0.4563054
2011-07-22 05:30:00,2011-07-22 06:00:00,,mean,99.08449,0.2482904
2011-07-22 06:00:00,2011-07-22 06:30:00,,mean,242.7236,0.8211674
2011-07-22 06:30:00,2011-07-22 07:00:00,,mean,415.1901,1.383134
2011-07-22 07:00:00,2011-07-22 07:30:00,,mean,604.557,2.103198
2011-07-22 07:30:00,2011-07-22 08:00:00,,mean,790.4741,1.856897
2011-07-22 08:00:00,2011-07-22 08:30:00,,mean,968.2275,1.279101
2011-07-22 08:30:00,2011-07-22 09:00:00,,mean,1141.92,2.272583
2011-07-22 09:00:00,2011-07-22 09:30:00,,mean,1301.282,2.374849
2011-07-22 09:30:00,2011-07-22 10:00:00,,mean,1441.732,2.289837
2011-07-22 10:00:00,2011-07-22 10:30:00,,mean,1563.46,2.572667
2011-07-22 10:30:00,2011-07-22 11:00:00,,mean,1635.415,2.393358
2011-07-22 11:00:00,2011-07-22 11:30:00,,mean,1601.471,2.652817
2011-07-22 11:30:00,2011-07-22 12:00:00,,mean,1790.495,2.775324
2011-07-22 12:00:00,2011-07-22 12:30:00,,mean,1904.91,1.508098
2011-07-22 12:30:00,2011-07-22 13:00:00,,mean,1737.548,0.7087938
2011-07-22 13:00:00,2011-07-22 13:30:00,,mean,1843.3,0.260508
2011-07-22 13:30:00,2011-07-22 14:00:00,,mean,1594.78,1.976254
2011-07-22 14:00:00,2011-07-22 14:30:00,,mean,1107.991,1.919844
2011-07-22 14:30:00,2011-07-22 15:00:00,,mean,647.1278,2.891791
2011-07-22 15:00:00,2011-07-22 15:30:00,,mean,492.5097,1.144477
2011-07-22 15:30:00,2011-07-22 16:00:00,,mean,992.3289,0.4555539
